quote_id,current_premium,target_premium with e-delivery,policy_term_tenure,source_premium,uncapped percent change,target_premium,Premium for use with LRs,Prior Term Rate Increase Ratio,Rounded Prior Term Rate Increase,,,,
5757df49-58cd-41b1-9320-72efa32f46ba,1293,"1,659",3,1367,28.31%,1659,1367,1.216312057,#NAME?,,,,
5763ac21-e93f-4db3-bbbd-e53ddd3d6de1,1024,"1,426",1,1024,39.27%,1312,1113.043478,,#NAME?,,,,
576c72b5-22fa-4531-8a1d-e11d8f0f9930,1069,"1,607",1,1298,50.28%,1478,1410.869565,,#NAME?,,,,
576eaded-81a5-4096-a1cd-7372dc6a24f3,594,809,6,687,36.20%,809,687,1.118644068,#NAME?,,,,
577a3e5a-ad9f-4c80-ba43-6dd22599365a,1778,"2,885",1,1778,62.25%,2654,1932.608696,,#NAME?,,,,
578d86e3-3505-4ac3-b13e-779bcf9729b4,1227,"1,468",3,1227,19.64%,1468,1227,0.87206823,#NAME?,,,,
578f2063-e44f-4f09-9929-5537f5b350fc,1727,"2,486",4,1790,43.95%,2486,1790,1.157811261,#NAME?,,,,
579425c2-6458-4b29-a04e-7877b7a5d8c9,580,904,3,574,55.86%,904,574,1.244635193,#NAME?,,,,
57a1ae41-e569-417f-abc5-bcd173db5b55,2086,"3,596",2,2162,72.39%,3596,2162,1,#NAME?,,,,
57a842b6-76d4-4357-8f73-19c0245ae7ed,1217,"1,620",3,1344,33.11%,1620,1344,1.208540218,#NAME?,,,,
57b85fef-a253-4b84-8122-85d1b9eeff67,1785,"2,155",4,2052,20.73%,2155,2052,1.221765914,#NAME?,,,,
57bf8cd0-b983-42ee-bcd0-34b2a99c94f9,693,886,5,720,27.85%,886,720,1.100147275,#NAME?,,,,
57bfb515-4513-4ef8-9a1f-92e8c9d5eddf,1139,"1,295",4,1177,13.70%,1295,1177,0.979363715,#NAME?,,,,
57c37a45-47c6-4e24-a470-f5c129eec59d,993,"1,301",3,995,31.02%,1301,995,1.054140127,#NAME?,,,,
57cbbdac-2b59-41e6-9ca3-e6ed11946504,1317,"1,988",5,1285,50.95%,1988,1285,1.02650039,#NAME?,,,,
57db7a33-28e1-42a6-92c1-2c5bdd0cd9e5,806,"1,159",1,806,43.76%,1066,876.0869565,,#NAME?,,,,
57dbc29d-7dfb-4a1f-99ab-9ef96b33b2d7,750,"1,045",1,774,39.28%,961,841.3043478,,#NAME?,,,,
57e73f97-65a3-458c-aa8c-623e75a1cfd2,634,800,6,644,26.18%,800,644,1.2,#NAME?,,,,
57f4a13b-3b26-4092-96d9-77bc986cffb0,691,"1,015",3,719,46.89%,1015,719,1.220848057,#NAME?,,,,
57f6dff3-2e66-4c66-924f-7ba950f05ccd,544,966,1,544,77.63%,889,591.3043478,,#NAME?,,,,
580041f2-730a-4b62-8c82-cb4cd63610b3,1015,"1,288",5,1022,26.90%,1288,1022,1.180974478,#NAME?,,,,
58099136-9e8e-4a62-bf36-c1a74ac7db4e,2104,"1,855",1,2175,-11.81%,1707,2364.130435,,#NAME?,,,,
5809991f-d5a6-4f01-8767-fb1ab3d84745,749,"1,227",1,749,63.84%,1129,814.1304348,,#NAME?,,,,
58105fd6-ea24-45f3-bbaf-188fda128ca7,705,"1,081",6,784,53.33%,1081,784,1.192893401,#NAME?,,,,
5817288a-9f73-4437-be31-3456d00ad072,1014,"1,129",4,1014,11.34%,1129,1014,1.128264209,#NAME?,,,,
5817a234-55db-4a7f-960f-31a29ec1da2d,1257,"1,532",4,1297,21.88%,1532,1297,1.048373645,#NAME?,,,,
581997df-92c2-45fb-8399-916d5e1538f0,1296,"1,599",1,1300,23.37%,1471,1413.043478,,#NAME?,,,,
581f90b3-e951-4710-b5f1-63ca6cb6ab4b,1743,"2,806",6,1885,60.99%,2806,1885,1.424019608,#NAME?,,,,
5820e76b-d9fc-4601-baa3-35fc93cfff63,1588,"1,861",3,1837,17.19%,1861,1837,1.205770691,#NAME?,,,,
5825fb7c-e6e2-4f9d-a1f1-323f216c0dac,386,693,3,462,79.53%,693,462,1.241157556,#NAME?,,,,
582d4201-b36d-45e2-8209-fc375a440c85,2184,"2,245",2,2257,2.79%,2245,2257,1.028732925,#NAME?,,,,
58307088-797a-41ae-90e6-b45cabd9996a,697,"1,013",3,697,45.34%,1013,697,1.058309038,#NAME?,,,,
58527080-9cae-4822-8216-d1d5429a85ea,1668,"2,242",1,1720,34.44%,2063,1869.565217,,#NAME?,,,,
58570701-d4b3-4be9-b585-c63afd41ab80,1765,"2,724",4,1859,54.33%,2724,1859,1.164179104,#NAME?,,,,
58675386-3a64-4484-9e76-f30a975d0b15,1201,"1,312",2,1242,9.24%,1312,1242,1.541720154,#NAME?,,,,
586973e8-0e08-4769-9bf0-509d12ab422b,#N/A,"1,308",2,948,#N/A,1308,948,#N/A,#NAME?,,,,
5876069f-9794-4fc1-97a0-5756ba3cc12e,2767,"4,817",1,2872,74.10%,4432,3121.73913,,#NAME?,,,,
587c39d4-6a10-445b-be39-77afd7685b1a,545,597,5,502,9.54%,597,502,1.140167364,#NAME?,,,,
58807443-0983-46cb-9c5c-ea851191bf5b,989,"1,315",4,1026,32.96%,1315,1026,0.9106814,#NAME?,,,,
588e26f7-4221-4dd9-afd6-27ccc681022a,872,"1,340",4,870,53.67%,1340,870,0.807407407,#NAME?,,,,
589e67de-d78f-421b-aae3-9cb0b774340f,408,639,1,408,56.65%,588,443.4782609,,#NAME?,,,,
58a0b469-405b-4a31-b640-72823bb528f4,1224,"1,651",1,1228,34.89%,1519,1334.782609,,#NAME?,,,,
58a3fea8-52f4-4b44-980d-b387e90d403d,689,"1,025",4,714,48.77%,1025,714,1.168154762,#NAME?,,,,
58b74cc0-2822-4ddd-8b76-ac0ff800d03a,1113,"1,815",1,1114,63.09%,1670,1210.869565,,#NAME?,,,,
58c44614-bb47-4a1e-afe1-f04455f044c8,2222,"2,240",2,2297,0.81%,2240,2297,0.828177413,#NAME?,,,,
58d7360c-8ae4-4f8d-9637-08718c80ae66,1343,"1,784",1,1394,32.81%,1641,1515.217391,,#NAME?,,,,
58e8b882-fa5e-405d-af05-546d2a5876b9,1363,"1,848",1,1363,35.57%,1700,1481.521739,,#NAME?,,,,
58f01d14-5024-480a-82a4-ec45c0219337,861,"1,293",1,861,50.23%,1190,935.8695652,,#NAME?,,,,
58f0c619-c430-472d-8141-902595d8d2fe,1228,"1,654",3,1197,34.69%,1654,1197,0.963137255,#NAME?,,,,
58f8df4b-397d-4966-b467-a5b4b154e960,1638,"2,158",1,1699,31.72%,1985,1846.73913,,#NAME?,,,,
590202ed-43d2-4bb7-9acf-d8e1db81d017,777,"1,153",3,809,48.39%,1153,809,1.151111111,#NAME?,,,,
5915b074-fe97-4835-93a9-b0e72d75a067,698,"1,639",2,1153,134.81%,1639,1153,1.262206148,#NAME?,,,,
591cb1c4-f147-4c28-8abe-a1082de98574,2303,"2,961",1,2381,28.57%,2724,2588.043478,,#NAME?,,,,
5926ab11-6684-4176-8571-783c1969c0b5,1881,"1,662",2,1861,-11.64%,1662,1861,1.040041068,#NAME?,,,,
59271fff-8d81-4dbe-beb0-cbd847bf0cfc,1041,"1,253",2,1041,20.37%,1253,1041,1.077639752,#NAME?,,,,
5975f285-bc9c-4a37-8613-d294c1beb467,1292,"2,185",1,1292,69.10%,2010,1404.347826,,#NAME?,,,,
59774509-ac26-4cfc-b7df-caf79fbfee99,2969,"3,372",1,2969,13.56%,3102,3227.173913,,#NAME?,,,,
597b4d1c-945c-4855-a5ef-6644948a2438,1396,"1,751",2,2413,25.43%,1751,2413,1.286635945,#NAME?,,,,
597eb4ac-fe05-46cd-be43-90829de856e2,1519,"1,546",1,1519,1.75%,1422,1651.086957,,#NAME?,,,,
59985632-53b0-413b-b40a-615fc31fc1b5,4013,"3,943",4,4013,-1.74%,3943,4013,1.020340707,#NAME?,,,,
5998cbda-143c-460a-b168-aa9c41909009,674,885,4,697,31.31%,885,697,0.98682284,#NAME?,,,,
59a6056f-1537-46a8-a68d-05409dc53a15,1113,"1,594",4,1152,43.22%,1594,1152,1.11746988,#NAME?,,,,
59a7fc99-f53c-42ae-a4d8-25cd2ab1aaf1,795,"1,410",6,814,77.36%,1410,814,1.226851852,#NAME?,,,,
59aa81df-5fe9-431a-9c04-79c5ccdcbf80,1532,"1,976",5,1606,28.98%,1976,1606,0.965343415,#NAME?,,,,
59c8d06d-7725-421f-8907-0e97264be2ab,1159,"1,528",5,1094,31.84%,1528,1094,1.049818841,#NAME?,,,,
59d5359a-5981-4a4c-8a33-c1639ce7e8a5,1524,"1,983",1,1572,30.09%,1824,1708.695652,,#NAME?,,,,
59d840a9-95e9-4135-ba2f-c8b9cc372e87,1212,"1,554",1,1212,28.25%,1430,1317.391304,,#NAME?,,,,
59dcc884-9fcd-481f-be5d-bd72c446c2f7,1070,"1,387",2,1107,29.63%,1387,1107,0.999066293,#NAME?,,,,
59ddd605-d15b-4d1a-84e2-4e28275a54ab,522,879,2,540,68.39%,879,540,1.282555283,#NAME?,,,,
59def7bb-0ca7-4321-8c91-d765e8782b97,1664,"1,586",2,1664,-4.69%,1586,1664,1.454545455,#NAME?,,,,
59f986a3-4a44-41a1-991b-047a15215637,1921,"2,045",1,1986,6.43%,1881,2158.695652,,#NAME?,,,,
5a0b773c-ef7b-48ac-87f9-5c1cfb59d39e,669,849,1,693,26.89%,781,753.2608696,,#NAME?,,,,
5a0d61ea-e1da-438e-9350-840e27e2acc6,1549,"1,477",1,1601,-4.64%,1359,1740.217391,,#NAME?,,,,
5a0fa1e9-c2fb-457a-b9e9-a11896b03783,1086,"1,296",1,1086,19.30%,1192,1180.434783,,#NAME?,,,,
5a173592-7fc1-4d21-adc4-00e0d421371f,716,"1,020",1,716,42.40%,938,778.2608696,,#NAME?,,,,
5a2991b3-80f7-4532-8964-eeb396ce433d,464,628,6,474,35.34%,628,474,1.174683544,#NAME?,,,,
5a2ad8d6-618b-4093-bd7d-fd1f61e18ca0,1356,"2,354",6,1728,73.60%,2354,1728,1.205333333,#NAME?,,,,
5a34c56b-8641-47e6-b000-1a403d604c41,632,949,2,653,50.16%,949,653,1.074331021,#NAME?,,,,
5a3a0d44-e492-45b6-9ad7-40895a6f2636,689,"1,001",4,678,45.28%,1001,678,0.790137615,#NAME?,,,,
5a3bc5d9-4caf-4b22-8dba-6cdb46636f96,737,"1,247",1,763,69.16%,1147,829.3478261,,#NAME?,,,,
5a42d79f-4a37-4983-97e7-45adeda2aef8,1448,"2,749",1,1501,89.84%,2529,1631.521739,,#NAME?,,,,
5a440785-e890-45ca-b474-53f4897d8b72,548,906,5,568,65.33%,906,568,1.039848197,#NAME?,,,,
5a498681-132a-4598-bd6f-ba9ba1e6fb6e,1664,"2,142",3,1749,28.73%,2142,1749,1.170182841,#NAME?,,,,
5a4ec82a-e8f5-4937-bed2-f528fa1d555e,818,"1,327",1,887,62.25%,1221,964.1304348,,#NAME?,,,,
5a628afe-9293-4cbd-9ec2-a0634bf48b73,967,"1,636",4,997,69.18%,1636,997,0.8386817,#NAME?,,,,
5a81b9df-a0bf-450c-98ad-a1c96f1e5458,659,"1,334",4,778,102.43%,1334,778,0.722854188,#NAME?,,,,
5a84ac22-569c-4716-b595-83f176b07f94,751,"1,274",3,813,69.64%,1274,813,1.01212938,#NAME?,,,,
5a84f1d3-1ea1-4364-a4e0-d04cd4e3db9e,1924,"2,090",1,1924,8.64%,1923,2091.304348,,#NAME?,,,,
5a8888c9-76e6-4f96-b30c-bc60b92771ff,704,"1,175",4,725,66.90%,1175,725,0.768558952,#NAME?,,,,
5a927d41-4976-4f98-86cb-25a9d669cb47,1052,"1,310",2,1086,24.52%,1310,1086,1.1085353,#NAME?,,,,
5a94ed7a-0f0d-414f-8a56-092ea82baea1,1049,"1,521",1,1049,44.96%,1399,1140.217391,,#NAME?,,,,
5a9a9c40-39fc-4c2e-acdb-a5036b08bec4,875,"1,051",4,904,20.11%,1051,904,0.853658537,#NAME?,,,,
5aa09a9a-9c9a-4c84-8073-42259d3a453f,1388,"1,962",2,1655,41.35%,1962,1655,1.259528131,#NAME?,,,,
5aab3823-0f8d-4454-b846-72228729e7af,1511,"1,740",5,1719,15.16%,1740,1719,0.854638009,#NAME?,,,,
5aac6740-2310-40dc-8c31-5df02eb79d03,1663,"2,700",6,1726,62.36%,2700,1726,1.09496124,#NAME?,,,,
5acdbc12-965f-4239-981b-3dbf691ab377,1743,"2,455",1,1803,40.87%,2259,1959.782609,,#NAME?,,,,
5ad0f1fc-af04-48fe-89c1-373247a627fc,1952,"2,270",1,2015,16.27%,2088,2190.217391,,#NAME?,,,,
5ad97df4-feb6-452c-a0d9-531327392961,1612,"2,305",1,1618,43.02%,2121,1758.695652,,#NAME?,,,,
5ae1c55f-5696-4729-a8af-e25521ce82c2,754,"1,522",1,783,101.82%,1400,851.0869565,,#NAME?,,,,
5ae3708c-365d-4b6d-97bc-b835b1268dad,1205,"1,887",4,1248,56.60%,1887,1248,1.00500417,#NAME?,,,,
5aee05ef-7d79-4891-a4db-c69d40fe3a34,4916,"5,631",3,5871,14.54%,5631,5871,1.396429445,#NAME?,,,,
5af48a01-5d50-4ec5-b286-fd56a74625d9,1268,"1,268",2,1003,0.00%,1268,1003,0.870879121,#NAME?,,,,
5afaf6e0-dd33-47c9-9c3f-17d34d9c7adc,1127,"1,292",4,1062,14.64%,1292,1062,0.893735131,#NAME?,,,,
5b27aeab-ff3c-4d95-9c54-cbb7fd02e51a,1083,"1,846",4,1389,70.45%,1846,1389,1.087349398,#NAME?,,,,
5b39febf-c910-4ccc-89e1-f494160ee109,2688,"3,178",4,2795,18.23%,3178,2795,1.133220911,#NAME?,,,,
5b3c76c9-e22c-4271-a617-b2c81e38217e,996,"1,659",5,1143,66.57%,1659,1143,1.219094247,#NAME?,,,,
5b3fa96f-ac59-4461-a274-3a8aee536b64,1160,"1,505",4,1207,29.74%,1505,1207,1.207934337,#NAME?,,,,
5b44e34c-2e77-40fa-91cf-49bb54759360,2005,"1,427",4,2005,-28.83%,1427,2005,2.503121099,#NAME?,,,,
5b468937-983a-403f-897d-99477d854048,597,"1,093",6,776,83.08%,1093,776,1.215885947,#NAME?,,,,
5b4afcf9-ac71-4552-ade2-c70a8942996f,869,"1,068",5,902,22.90%,1068,902,1.023557126,#NAME?,,,,
5b687ec4-d8c1-4305-9f16-9e216df93caa,1712,"1,924",1,1712,12.38%,1770,1860.869565,,#NAME?,,,,
5b7559e0-4b18-431c-8fde-6d4545b2249e,2112,"3,291",3,2190,55.82%,3291,2190,1.124521073,#NAME?,,,,
5b7e7262-ed58-4262-b93e-d69389e14129,1774,"2,038",6,2015,14.88%,2038,2015,1.132822478,#NAME?,,,,
5b85206f-d1af-4045-8094-6f41c1984151,1246,"2,212",4,1698,77.53%,2212,1698,1.200385356,#NAME?,,,,
5b953f90-ffa6-430b-8fa9-88431ebc8eca,497,774,1,502,55.72%,712,545.6521739,,#NAME?,,,,
5ba2f98f-2a12-4e29-9bb3-087297b94d93,488,848,6,615,73.77%,848,615,1.216957606,#NAME?,,,,
5ba39482-30be-4289-a5a9-79179ff41f1e,2125,"3,117",6,2440,46.68%,3117,2440,0.935564854,#NAME?,,,,
5ba60e03-82be-40b4-8e66-2720bbbdf11d,3229,"4,031",5,3355,24.84%,4031,3355,1.14788482,#NAME?,,,,
5ba98d2e-a392-4a42-9ef8-5985e07284fa,802,"1,150",3,871,43.39%,1150,871,1.207831325,#NAME?,,,,
5bc20ff1-2c85-4d1d-a9a6-4ae33612b0d3,1093,"1,427",2,1127,30.56%,1427,1127,1.242045455,#NAME?,,,,
5bc3ba8c-28a1-46e5-80e8-56ba305574e7,1219,"1,686",1,1263,38.30%,1551,1372.826087,,#NAME?,,,,
5bc78b33-88e0-4579-87c5-672825832ea8,887,"1,231",2,887,38.78%,1231,887,1.12278481,#NAME?,,,,
5bd8587a-8bd1-4b2a-b0d8-4e8cb281ee68,917,"1,211",4,914,32.06%,1211,914,1.166666667,#NAME?,,,,
5bdaf76e-e062-485d-9dd6-ace0ae5e65aa,1948,"2,702",2,2010,38.71%,2702,2010,1.192896509,#NAME?,,,,
5bfec949-ebdd-48f8-b904-c3c905afd762,1237,"1,675",1,1237,35.41%,1541,1344.565217,,#NAME?,,,,
5c0ca4e1-c5d8-43fb-b337-8dbcd9e93308,760,"1,144",4,741,50.53%,1144,741,1.204437401,#NAME?,,,,
5c1d478e-ea28-4d02-8c41-6c5d2371ca1a,2509,"2,857",1,2599,13.85%,2628,2825,,#NAME?,,,,
5c3d9d16-5165-4c79-975e-e39afd7702c6,587,780,1,587,32.95%,718,638.0434783,,#NAME?,,,,
5c400a86-e459-48fa-999f-1303fdf2d974,1077,"1,403",4,945,30.27%,1403,945,0.953097345,#NAME?,,,,
5c43dfc5-cbb0-4ca0-b23a-24781b6ef415,815,"1,074",4,846,31.78%,1074,846,1.202064897,#NAME?,,,,
5c4414e2-663c-4ae0-82bd-d05d82860fa1,1296,"1,806",3,1312,39.35%,1806,1312,0.868632708,#NAME?,,,,
5c4879a9-7153-41f4-a00e-befd8e514e3a,676,"1,161",1,701,71.73%,1068,761.9565217,,#NAME?,,,,
5c4b552e-7f24-45ef-89db-1221614edd9d,356,592,5,372,66.29%,592,372,1.219315895,#NAME?,,,,
5c555a0b-5304-462e-9048-8070257d8e74,685,"1,231",6,781,79.71%,1231,781,1.057098765,#NAME?,,,,
5c5aa17d-2a74-4dfc-8b53-ffc084dd6978,1128,"1,614",1,1162,43.10%,1485,1263.043478,,#NAME?,,,,
5c5fd74d-1d28-40f9-8d31-3ee68000bb8d,3510,"5,109",1,3513,45.55%,4700,3818.478261,,#NAME?,,,,
5c6e00c2-548b-46aa-a4c6-defaa2d60f2c,749,973,1,772,29.88%,895,839.1304348,,#NAME?,,,,
5c806cb1-c310-4e62-92e3-234cba59f53d,719,"1,082",4,782,50.49%,1082,782,0.724798387,#NAME?,,,,
5c9a403c-ced3-4645-8c47-8fd3f341c7c1,668,"1,020",3,705,52.69%,1020,705,1.050387597,#NAME?,,,,
5ca45d1f-d282-40a9-b0b5-9ddf02791a0d,544,873,1,544,60.45%,803,591.3043478,,#NAME?,,,,
5ca65ed5-37cd-47c9-8e5c-e4f29183182d,2162,"2,510",4,2168,16.10%,2510,2168,1.022705771,#NAME?,,,,
5ca68e85-fd8a-4b75-8e35-11780e932e10,1056,"1,776",1,1056,68.19%,1634,1147.826087,,#NAME?,,,,
5cab7be5-1fb7-45e1-9c73-6156da38fbb3,2370,"2,320",3,2420,-2.11%,2320,2420,0.791778717,#NAME?,,,,
5cadae0a-52ff-4399-9118-82f9180fe721,627,977,4,750,55.82%,977,750,1.1875,#NAME?,,,,
5cb31309-d0c1-46bd-aafb-fdd860f35841,1556,"1,743",1,1556,12.05%,1604,1691.304348,,#NAME?,,,,
5cb4b9cf-d4cf-4658-9432-21db7c6c00ad,857,"1,303",1,857,52.07%,1199,931.5217391,,#NAME?,,,,
5cbc1a99-bb9f-4042-87ff-197eb4915a3a,1135,"1,416",1,1174,24.78%,1303,1276.086957,,#NAME?,,,,
5cbfdea2-14c2-48c3-9d09-9d68c4dfc346,778,"1,089",6,889,39.97%,1089,889,1.184170472,#NAME?,,,,
5cc0331d-3fe9-48bc-9a15-3ce014f7f9ac,533,724,5,617,35.83%,724,617,1.171428571,#NAME?,,,,
5cc44358-dbe2-43ce-ba40-9ff888dd7efc,858,"1,288",1,858,50.12%,1185,932.6086957,,#NAME?,,,,
5cda2aab-bb64-4c97-92fb-9de98c443429,774,"1,072",2,802,38.50%,1072,802,1.085553997,#NAME?,,,,
5cdd0618-2751-4448-af59-1edc6c5ac055,824,"1,135",3,809,37.74%,1135,809,0.787762906,#NAME?,,,,
5ce02fd4-e2da-411b-852a-c4889cc96f72,1461,"1,394",2,1508,-4.59%,1394,1508,0.966909332,#NAME?,,,,
5ce1a4e4-115a-4825-b6ed-81280309bbf9,759,"1,119",4,800,47.43%,1119,800,1.180404355,#NAME?,,,,
5ce82a67-1249-49e1-97ea-73d901ffa141,1571,"2,043",3,1808,30.04%,2043,1808,1.237982664,#NAME?,,,,
5cefff90-4c3a-462b-9da3-a82d2f0556f9,1584,"1,844",3,1641,16.41%,1844,1641,1.303538175,#NAME?,,,,
5cf2354c-16ad-4d19-943f-4aa98a6427fd,1272,"1,728",1,1272,35.87%,1590,1382.608696,,#NAME?,,,,
5cf7cadc-4c2c-4bba-b9b7-9acecb2762cf,961,"1,465",4,1021,52.45%,1465,1021,1.189356436,#NAME?,,,,
5d0a5d0b-b188-4975-9184-902dda63d7bd,2160,"2,011",5,2035,-6.90%,2011,2035,1.030042918,#NAME?,,,,
5d1ea66a-d306-4ea0-a6c7-50e3aa726905,2030,"2,991",4,2030,47.34%,2991,2030,1.192014093,#NAME?,,,,
5d27e8d1-622b-4313-9ffd-66f36d49092c,975,"1,992",5,1238,104.31%,1992,1238,1.144366197,#NAME?,,,,
5d2ce31a-3b79-4467-aead-c265679b9b34,1368,"2,533",1,1373,85.13%,2330,1492.391304,,#NAME?,,,,
5d3a59ec-aaaa-460a-9bad-cf1ac40670b5,1245,"1,431",4,1287,14.94%,1431,1287,0.80270793,#NAME?,,,,
5d437130-0f62-46c1-be73-17c7deac3ad2,323,704,1,333,118.06%,648,361.9565217,,#NAME?,,,,
5d5647cc-b83b-4bca-9a50-148463465f2b,1834,"2,510",4,1899,36.86%,2510,1899,0.851732102,#NAME?,,,,
5d566157-3f3a-4d64-bd84-f88367421133,2738,"3,510",3,2826,28.20%,3510,2826,1.421209118,#NAME?,,,,
5d56b08e-8297-4e69-9d03-660131b86dc0,335,800,3,473,138.81%,800,473,1.206349206,#NAME?,,,,
5d60f4fa-44b1-41ac-b0f1-33efdecdbe4c,558,808,1,576,44.73%,743,626.0869565,,#NAME?,,,,
5d694341-d350-4e75-8e8c-67385200ef78,1328,"2,363",1,1374,77.94%,2174,1493.478261,,#NAME?,,,,
5d751d84-a719-4ce3-83b5-8acdb9ac1ef2,731,"1,325",6,971,81.26%,1325,971,1.194444444,#NAME?,,,,
5d808536-3c35-4cd9-925e-22d185ce4849,1360,"1,520",1,1360,11.73%,1398,1478.26087,,#NAME?,,,,
5d83fd62-4d2b-45e5-8f39-f5d81fcb0a22,539,841,5,673,56.03%,841,673,1.003724395,#NAME?,,,,
5d8746e3-6faf-4acd-bdaa-e9ef50054156,675,897,3,698,32.89%,897,698,0.811298077,#NAME?,,,,
5d9545b5-1fa6-493d-a8f7-0e56a06d248f,798,"1,278",2,848,60.15%,1278,848,1.307042254,#NAME?,,,,
5da80fa6-6cdf-4e94-90d0-10f9986ed394,1015,"1,674",3,1288,64.93%,1674,1288,1.212664277,#NAME?,,,,
5dabfe7f-5f24-48a9-b8cd-c257ff277244,867,"1,191",1,867,37.41%,1096,942.3913043,,#NAME?,,,,
5dc1fbb2-dc63-43cc-80ff-e7be6a681170,788,"1,054",6,772,33.76%,1054,772,0.964504284,#NAME?,,,,
5dc4da05-af30-44a4-9ab6-c5f8366eb332,1242,"2,033",3,1312,63.69%,2033,1312,1.260135135,#NAME?,,,,
5dcd5923-75ff-4c75-9095-b59016dc52f3,1544,"1,756",3,1599,13.73%,1756,1599,1.247172859,#NAME?,,,,
5dd1af9d-f8fe-4acb-8beb-6f767277d74c,1138,"1,488",3,1145,30.76%,1488,1145,0.819294456,#NAME?,,,,
5de00dd3-c90c-4f57-a0bf-1277c0eb9fb3,3012,"3,345",1,3012,11.04%,3077,3273.913043,,#NAME?,,,,
5de220f1-7149-456f-b6fe-37c24981eede,874,"1,293",3,1004,47.94%,1293,1004,1.21220527,#NAME?,,,,
5de55b4a-60cb-41f1-8a31-5632d8c37561,419,766,6,567,82.82%,766,567,1.193732194,#NAME?,,,,
5de99834-fd2b-4708-a566-9366dc0d7666,661,"1,147",1,661,73.49%,1055,718.4782609,,#NAME?,,,,
5dfd03ec-84da-421f-b04a-2118dee17d1e,683,"1,086",5,705,59.00%,1086,705,1.136439268,#NAME?,,,,
5e229108-230c-47a8-af5a-e9890c6a1a7c,1202,"1,733",4,1202,44.18%,1733,1202,0.957768924,#NAME?,,,,
5e247459-cdbd-48b1-86d7-6f2823dcb15f,1795,"2,081",3,1795,15.93%,2081,1795,1.050025786,#NAME?,,,,
5e2a7a1f-508e-49e1-aa2e-9a466d48a407,921,"1,468",1,954,59.44%,1351,1036.956522,,#NAME?,,,,
5e342450-4829-4661-8e96-3f48c6b49630,675,957,1,699,41.71%,880,759.7826087,,#NAME?,,,,
5e347da2-2ec1-46c5-9c0d-7c5a1286e187,716,"1,067",3,942,49.02%,1067,942,1.23024055,#NAME?,,,,
5e353d59-3a86-460e-a066-82007bbba523,2339,"2,650",4,2274,13.30%,2650,2274,1.332004556,#NAME?,,,,
5e3663db-9f00-48f7-8136-948e3718320d,956,"1,936",4,1456,102.51%,1936,1456,1.208222812,#NAME?,,,,
5e385acc-dcfd-4995-aac5-f41ca45d3be1,343,505,2,399,47.23%,505,399,1.355731225,#NAME?,,,,
5e422ecb-b6e5-425e-9527-2003fe3366a1,1026,"1,177",1,1026,14.73%,1083,1115.217391,,#NAME?,,,,
5e44755a-ff67-4d68-a30f-3c490e49b7fa,1269,"1,842",1,1312,45.18%,1695,1426.086957,,#NAME?,,,,
5e495312-abe8-451a-aaee-cebb19b10909,1399,"1,653",4,1375,18.16%,1653,1375,1.15907208,#NAME?,,,,
5e4ab7e3-7f5c-436e-acad-0c9952ae631a,1730,"1,654",3,1833,-4.39%,1654,1833,1.132198953,#NAME?,,,,
5e4e5080-9460-4b88-9593-1548d25c81f6,803,"1,147",1,803,42.81%,1055,872.826087,,#NAME?,,,,
5e5208f7-9d6b-4d45-8266-b75df575fe21,2426,"2,911",2,2511,19.99%,2911,2511,1.107762557,#NAME?,,,,
5e52959a-d50c-4df7-a5aa-d7ea6c0d6749,1973,"2,408",1,1973,22.03%,2215,2144.565217,,#NAME?,,,,
5e545fd3-705e-4c49-8177-ec28e4f2ac10,1696,"1,904",2,1696,12.26%,1904,1696,1.118733509,#NAME?,,,,
5e56a579-23f7-4c76-908f-d7ab2e807b08,1764,"3,067",3,2834,73.87%,3067,2834,1.112933754,#NAME?,,,,
5e5e191c-a4e0-4d4f-a1f9-1e94a0a01218,409,863,5,527,111.00%,863,527,1.178674352,#NAME?,,,,
5e8de07a-e853-4039-ab67-090bf530d163,636,"1,179",5,819,85.38%,1179,819,1.20035461,#NAME?,,,,
5e90df48-60d2-41db-a049-edaf63d785a0,1657,"2,733",3,2169,64.94%,2733,2169,1.443801653,#NAME?,,,,
5e991346-0657-4728-b73f-b0c04e1585d2,1807,"2,211",3,1765,22.36%,2211,1765,0.917724733,#NAME?,,,,
5ea19d70-6f52-4cf9-b0ee-30813cb3baa0,850,"1,234",1,850,45.14%,1135,923.9130435,,#NAME?,,,,
5ea9094b-dcd5-4d9e-83cc-45da4c0e8ea8,1057,"1,645",3,1061,55.63%,1645,1061,1.028210117,#NAME?,,,,
5eca73a8-d053-414e-920d-e078318cf25e,592,"1,088",1,613,83.79%,1001,666.3043478,,#NAME?,,,,
5ed81e36-e766-4cc8-8693-66088e168252,1290,"1,246",1,1290,-3.44%,1146,1402.173913,,#NAME?,,,,
5edd9952-73c5-4f0e-9683-64093d9db75b,1521,"2,259",5,1827,48.52%,2259,1827,1.177799135,#NAME?,,,,
5eebf4d3-8ddc-4393-b450-666f13b547e1,2528,"3,287",4,3017,30.02%,3287,3017,1.114638448,#NAME?,,,,
5ef2c9f3-9992-4f5c-a550-c7ffa9bb6cf2,483,713,1,483,47.63%,656,525,,#NAME?,,,,
5ef39d2d-ff6e-4a82-b0e1-8c9c4903a7a9,1524,"1,762",1,1524,15.61%,1621,1656.521739,,#NAME?,,,,
